,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4616,1,2,111,2,45,2019-02-24,3.08,1,0
15103,1,2,80,1,0,,,1,0
7533,1,1,35,3,54,2019-01-27,1.18,2,0
66,1,2,225,3,4,2017-09-24,0.16,1,0
48162,1,1,51,1,2,2019-07-07,2.0,1,23
37480,2,1,70,30,0,,,2,249
21598,1,1,70,3,174,2019-06-25,6.03,3,202
15689,2,1,69,1,5,2016-05-30,0.13,1,0
46308,1,2,208,30,0,,,27,239
5033,1,1,80,2,122,2019-06-06,2.07,1,227
39683,1,2,220,20,0,,,1,24
35340,3,3,72,2,0,,,2,0
47087,2,2,150,1,0,,,2,14
20225,2,2,500,3,21,2019-05-28,0.73,1,365
17006,2,1,75,1,11,2017-01-02,0.3,1,0
9873,1,2,90,4,7,2018-08-08,0.15,1,18
38990,2,2,264,2,8,2019-07-01,1.28,3,2
787,2,2,90,3,107,2019-05-18,1.17,1,0
3332,2,2,137,7,6,2016-03-25,0.11,1,0
30966,2,3,75,2,8,2018-06-03,0.52,1,0
48458,3,2,95,5,0,,,1,42
6008,2,1,89,4,56,2019-06-01,0.98,2,301
24162,1,1,35,5,5,2017-12-27,0.22,1,0
8334,1,2,59,7,9,2019-06-12,0.19,1,0
47535,1,2,120,3,0,,,1,177
6297,1,1,85,2,0,,,1,365
32264,2,2,120,3,12,2019-06-15,1.03,2,105
1191,3,2,107,30,24,2019-04-30,0.29,8,262
515,2,2,250,1,2,2015-08-28,0.02,1,0
30734,2,1,30,4,5,2019-04-29,0.33,3,0
30024,2,2,495,4,7,2019-03-27,0.46,4,63
37244,1,1,95,1,1,2019-05-04,0.45,1,0
27223,3,1,48,2,39,2019-06-28,1.91,1,231
21435,2,1,125,1,21,2019-06-03,0.75,1,363
23283,1,1,55,5,2,2017-06-21,0.08,1,0
1001,3,2,215,2,59,2019-07-01,0.94,1,335
14622,1,1,85,1,0,,,1,0
18982,3,2,155,2,95,2019-06-19,2.86,1,309
17898,1,1,70,2,0,,,2,0
6191,2,2,200,2,0,,,1,0
14175,3,1,30,14,0,,,1,0
40005,3,1,50,2,29,2019-06-28,4.73,1,16
5753,2,2,200,1,1,2014-10-27,0.02,1,0
34836,1,3,25,3,8,2019-01-02,0.77,4,88
40581,1,1,35,7,1,2019-02-24,0.22,1,0
41004,2,2,519,2,10,2019-06-26,1.86,1,165
16252,1,1,60,1,1,2016-07-09,0.03,1,0
24920,2,2,115,3,69,2019-06-23,2.92,1,18
15905,2,1,112,3,23,2019-07-04,0.61,1,18
1462,2,2,149,4,12,2019-06-03,0.14,1,203
24299,2,1,77,2,36,2019-06-16,1.49,1,116
18255,1,2,85,4,9,2017-08-27,0.25,1,0
37344,2,1,120,1,1,2018-11-20,0.13,1,0
27464,2,1,75,2,78,2019-06-30,3.9,1,230
44268,1,1,100,1,0,,,1,66
7349,2,2,110,30,1,2015-04-02,0.02,1,188
4818,2,2,750,3,16,2015-08-19,0.27,1,365
220,2,2,189,3,205,2019-06-23,1.96,1,0
26337,1,1,60,1,9,2019-05-22,0.42,1,81
43440,2,1,66,1,1,2019-04-12,0.34,1,17
12632,1,1,95,1,2,2017-04-23,0.06,1,0
19937,2,1,75,8,0,,,1,0
27773,2,1,60,1,1,2018-01-01,0.05,1,0
4603,2,3,65,2,9,2017-03-02,0.21,1,0
37016,2,1,110,7,1,2018-12-12,0.14,1,365
22499,1,2,85,3,5,2019-05-17,0.64,1,0
39255,2,1,95,2,5,2019-06-05,0.79,4,178
7036,1,1,90,1,0,,,1,0
42224,1,2,150,3,2,2019-05-14,0.77,1,159
5650,2,2,149,6,1,2018-01-01,0.05,1,0
28311,2,1,54,2,6,2018-04-16,0.31,3,5
17632,1,1,100,2,8,2016-11-16,0.23,1,0
45103,3,2,150,2,3,2019-07-05,3.0,1,146
47909,3,1,80,2,2,2019-07-01,2.0,2,188
29863,1,1,65,3,12,2018-08-27,0.89,1,0
2881,1,2,130,3,229,2019-06-29,3.32,2,259
18061,2,1,70,1,1,2016-10-03,0.03,1,0
42058,2,2,170,1,4,2019-06-23,1.01,1,3
22444,1,2,100,5,14,2019-05-28,0.53,1,0
901,2,2,106,3,12,2019-06-30,0.14,1,271
18981,2,1,79,4,26,2019-05-24,0.78,1,238
39932,2,2,215,30,0,,,232,2
34949,2,2,159,3,31,2019-07-03,3.07,1,358
8488,2,1,84,1,0,,,1,0
42481,1,1,80,30,0,,,14,342
30232,3,3,30,1,36,2019-07-01,2.29,3,140
23464,1,2,59,3,0,,,1,0
8219,1,2,104,3,60,2019-05-24,1.2,1,320
1627,2,2,210,14,10,2019-07-04,10.0,1,0
6772,1,2,130,2,6,2018-04-24,0.29,1,0
12021,2,2,300,3,25,2019-06-24,0.58,3,0
14678,2,2,220,4,0,,,1,0
11440,2,1,120,6,17,2017-10-18,0.38,2,0
43813,2,2,225,3,0,,,1,42
46170,3,1,40,2,4,2019-07-05,3.64,1,55
28967,2,2,162,3,9,2019-01-01,0.49,1,0
40025,3,1,100,1,86,2019-07-05,13.3,8,335
2580,2,2,125,30,2,2018-10-13,0.04,52,282
40734,2,2,1295,1,1,2019-05-07,0.48,2,289
46088,3,1,395,1,1,2019-06-30,1.0,1,333
34924,2,2,150,2,26,2019-05-27,2.41,1,0
4340,1,1,155,2,42,2016-12-11,0.67,1,0
45087,2,1,350,1,0,,,10,327
42330,1,2,223,2,17,2019-07-03,4.47,1,310
35461,1,1,85,2,15,2019-07-07,1.45,1,257
18771,2,1,71,5,6,2017-09-20,0.18,2,305
1073,1,1,110,2,0,,,1,0
21638,2,2,160,3,31,2019-01-13,1.08,1,136
17065,3,2,79,21,0,,,1,0
37298,2,2,399,1,36,2019-06-23,4.29,1,201
29351,1,1,50,4,0,,,1,0
32626,3,1,40,2,13,2019-06-28,0.99,1,0
3159,2,2,249,60,0,,,1,363
38353,4,2,86,5,1,2019-01-03,0.16,1,43
35755,1,1,70,1,51,2019-07-03,5.03,3,55
21292,1,1,59,2,155,2019-06-30,5.2,2,60
34650,2,1,150,2,24,2019-06-21,2.38,2,47
21398,1,1,150,1,3,2018-10-09,0.1,1,359
31334,3,1,74,1,102,2019-07-07,6.77,1,348
18324,1,1,89,4,31,2019-06-23,4.72,3,0
19680,1,1,39,16,38,2019-06-01,1.21,1,192
5974,2,2,160,3,5,2016-03-29,0.09,1,0
3729,2,2,375,1,0,,,1,0
490,2,1,115,3,3,2016-02-15,0.04,2,337
22092,2,2,115,1,161,2019-06-23,5.78,2,156
33949,1,1,95,30,35,2019-06-23,2.97,2,365
1375,2,2,120,7,149,2019-06-29,1.78,1,16
37782,2,1,233,2,0,,,11,163
31658,5,3,40,1,26,2019-06-23,1.82,1,141
17010,2,2,130,4,6,2018-07-30,0.16,2,0
4758,1,2,316,3,29,2019-06-23,0.49,1,6
30341,1,1,55,15,0,,,1,0
10304,3,2,100,30,61,2019-03-28,1.39,3,224
6040,2,2,250,30,4,2018-05-15,0.07,9,311
28756,1,1,100,5,0,,,1,89
2841,2,2,175,5,116,2019-05-27,1.65,1,299
36948,4,2,85,2,12,2019-06-24,1.91,1,229
36854,2,1,350,3,1,2019-04-17,0.36,1,169
46615,2,2,300,30,5,2019-06-23,4.55,1,90
2887,1,1,31,6,41,2019-07-03,0.58,3,55
8876,2,1,155,1,203,2019-06-13,4.13,11,211
20923,2,1,47,2,0,,,1,0
23067,2,1,135,3,65,2019-06-30,2.92,1,25
39439,2,2,195,30,5,2019-06-18,2.08,1,239
14997,3,2,180,6,1,2016-05-20,0.03,1,0
22837,1,1,60,1,8,2019-01-01,0.36,7,31
41979,1,2,160,100,0,,,1,0
17750,2,2,106,30,14,2019-06-10,0.41,6,242
46229,1,2,86,1,2,2019-06-08,1.58,1,360
19023,1,2,140,3,62,2019-06-26,1.88,1,275
17575,1,2,249,3,0,,,1,0
5602,1,1,100,4,32,2019-06-09,0.56,1,0
32894,2,1,119,1,42,2019-07-06,3.32,10,120
13921,1,2,220,12,13,2019-06-08,0.31,3,354
5730,1,2,95,7,69,2018-12-07,1.79,2,0
14745,1,2,165,3,0,,,1,273
5296,1,1,130,1,0,,,1,0
13851,1,1,50,2,5,2016-05-11,0.12,1,0
44467,3,2,199,2,6,2019-06-10,3.46,1,316
17696,1,2,220,4,4,2017-10-31,0.11,1,0
25274,1,1,60,1,9,2018-04-14,0.46,1,0
28379,2,2,100,1,116,2019-07-02,5.99,1,65
20918,2,2,91,1,0,,,1,0
40437,2,1,200,3,0,,,1,0
6869,1,2,126,3,98,2019-06-13,1.95,1,180
21042,2,2,105,1,124,2019-06-24,4.18,3,0
9943,1,1,80,2,33,2017-12-30,0.7,1,0
9643,2,2,150,3,1,2015-08-07,0.02,1,0
14892,2,2,154,3,78,2019-06-21,1.95,1,17
29709,1,1,68,1,18,2019-06-26,1.06,1,152
39661,1,1,65,1,14,2019-06-16,6.67,1,44
39449,3,3,35,62,0,,,1,0
38196,1,1,42,30,2,2019-05-11,0.47,27,353
9190,2,1,70,4,5,2018-01-02,0.1,1,0
46956,2,1,55,1,1,2019-06-23,1.0,3,35
21650,1,1,65,5,69,2019-06-13,2.4,1,104
3786,2,2,350,1,7,2019-01-02,0.14,1,365
34552,3,1,80,1,30,2019-06-21,2.69,9,189
29809,1,1,65,2,74,2019-06-20,4.3,1,28
39884,1,2,199,3,16,2019-06-28,2.57,1,129
4683,3,1,70,3,25,2016-07-30,0.41,1,353
4270,2,1,39,30,18,2019-05-27,0.3,6,168
32113,2,2,180,3,10,2019-06-26,0.86,1,340
34806,1,2,160,4,2,2019-05-06,0.23,1,4
20425,1,2,85,3,7,2019-06-18,0.38,1,20
42049,2,2,200,5,0,,,1,9
19281,2,2,90,26,4,2019-06-27,0.35,1,58
47278,5,1,65,2,0,,,1,296
43962,1,2,100,2,2,2019-04-29,0.79,1,0
40644,2,1,79,1,1,2019-03-14,0.26,7,60
3340,1,2,130,2,15,2019-04-21,0.41,1,0
42942,3,1,75,1,31,2019-07-07,9.21,3,89
19037,1,1,68,2,92,2019-07-02,3.17,2,139
32230,2,2,115,1,0,,,1,0
38679,2,2,397,30,0,,,232,53
14287,1,1,70,1,0,,,1,0
41863,1,2,220,3,0,,,2,159
41282,2,2,175,4,12,2019-07-01,3.91,3,231
2031,2,1,49,1,607,2019-06-21,7.75,3,293
21473,1,2,93,6,0,,,1,0
17197,1,1,65,3,124,2019-06-20,3.45,1,199
7235,2,2,37,30,3,2017-12-26,0.06,2,82
12755,2,1,100,2,1,2016-07-31,0.03,1,0
15327,3,2,165,2,3,2016-10-23,0.08,1,0
30951,1,1,30,3,1,2018-04-23,0.07,1,0
20590,2,1,45,4,22,2018-12-31,0.71,6,0
29850,2,2,175,2,8,2019-05-06,0.46,1,0
1079,1,1,59,21,6,2013-11-01,0.07,3,0
18610,2,2,180,4,17,2019-06-08,0.67,1,203
46003,2,2,700,6,0,,,1,9
28091,1,1,50,30,4,2019-03-10,0.2,10,365
27281,1,2,150,10,1,2019-05-29,0.73,1,160
38417,1,1,74,1,20,2019-06-23,2.83,5,125
27672,2,2,130,3,11,2018-05-03,0.56,1,89
26026,5,1,55,1,156,2019-06-30,7.0,4,318
14318,2,2,117,30,4,2018-12-16,0.13,96,327
28805,2,1,79,2,1,2018-01-02,0.05,1,0
14506,1,2,125,5,1,2016-07-05,0.03,1,0
36630,2,2,230,3,8,2019-05-26,0.95,1,23
2936,1,1,115,3,146,2019-06-09,2.08,1,277
3917,2,1,112,2,20,2019-06-23,1.44,1,179
30063,2,2,180,3,31,2019-04-28,1.98,2,4
34457,3,1,80,4,3,2018-10-11,0.3,2,175
26299,3,1,70,3,5,2018-09-18,0.24,1,0
28112,1,2,300,6,1,2019-04-23,0.39,1,0
44540,1,1,70,1,5,2019-06-27,2.54,2,179
33073,1,2,130,3,1,2019-01-19,0.18,1,0
36824,2,1,100,3,8,2019-05-23,0.95,1,165
43677,2,1,100,2,4,2019-05-22,1.82,4,314
9837,2,2,170,2,4,2016-09-22,0.09,1,0
9706,1,2,185,3,56,2019-06-26,1.25,1,333
35081,1,1,90,1,8,2019-07-07,0.75,1,129
30720,2,2,172,30,6,2019-03-31,0.5,1,195
26027,2,1,69,2,2,2018-10-22,0.1,9,365
14308,1,2,165,4,123,2019-06-23,3.08,1,43
34581,2,2,220,14,0,,,1,0
19880,2,1,60,1,23,2019-06-16,0.73,2,97
41798,1,2,175,2,30,2019-06-28,7.14,1,73
2062,1,3,30,5,91,2019-06-01,1.18,3,248
6470,2,1,125,1,1,2014-12-27,0.02,2,0
17400,2,2,110,7,0,,,1,0
6477,1,2,112,2,8,2016-10-10,0.18,1,0
38220,2,1,1880,180,0,,,1,358
11279,2,2,95,2,1,2015-10-20,0.02,1,0
29831,1,1,75,2,0,,,1,0
16940,1,1,40,3,3,2017-05-31,0.11,2,0
29122,1,1,35,3,0,,,1,0
42674,1,2,285,3,3,2019-07-02,3.0,4,16
48751,3,1,250,1,0,,,1,82
37038,2,1,90,2,3,2018-12-06,0.38,1,89
8531,1,1,48,1,0,,,1,0
20470,2,1,70,1,178,2019-07-03,5.75,6,146
23047,1,2,475,7,4,2019-04-26,0.17,1,72
9095,2,2,115,30,12,2019-05-02,0.26,34,331
19522,1,2,155,4,44,2019-06-15,1.71,1,98
43662,5,2,115,2,11,2019-06-24,4.46,3,6
32092,1,2,125,1,40,2019-06-23,2.97,1,335
16972,2,2,100,20,3,2019-05-04,0.09,1,340
36133,1,1,117,3,4,2019-03-17,0.43,13,85
5515,2,2,115,4,16,2017-03-17,0.27,1,0
11781,2,1,120,1,0,,,1,0
8226,1,1,84,2,190,2019-06-16,3.82,2,254
15310,2,2,100,1,1,2016-04-24,0.03,1,0
24604,2,2,100,2,27,2019-06-09,1.15,1,1
35163,1,2,75,2,17,2019-06-30,2.17,1,77
5506,2,2,130,30,2,2015-10-30,0.04,52,335
26478,2,1,65,6,9,2019-06-20,0.42,2,333
924,2,1,195,1,7,2012-06-07,0.08,1,129
40902,1,1,90,1,0,,,1,0
12070,1,1,36,15,14,2019-06-07,0.49,1,15
11706,2,2,295,4,2,2016-07-23,0.05,1,0
41439,2,2,221,2,4,2019-06-24,1.97,327,333
35892,5,1,100,3,0,,,2,364
22057,3,1,35,1,0,,,1,0
30916,2,2,1000,3,55,2019-07-04,3.5,1,37
19158,2,2,300,30,0,,,18,364
40388,1,1,65,2,0,,,1,0
6559,2,1,90,2,16,2019-04-30,0.3,3,235
43438,2,2,195,6,6,2019-07-01,2.9,1,12
41913,2,2,308,2,6,2019-06-09,1.55,327,81
12720,2,2,75,2,19,2016-06-14,0.44,1,0
42614,2,1,95,5,7,2019-06-13,2.28,1,118
45646,4,3,13,1,9,2019-07-05,5.51,3,8
41183,2,1,128,30,0,,,2,364
9627,3,2,125,2,0,,,1,0
5798,1,2,99,5,16,2018-12-06,0.28,1,0
28557,1,3,45,2,1,2017-12-07,0.05,1,0
22366,1,2,80,21,1,2017-12-05,0.05,1,66
38650,1,1,36,2,18,2019-07-07,2.51,3,189
9782,2,1,70,1,1,2015-08-24,0.02,1,0
27832,2,1,170,1,3,2017-11-26,0.15,1,0
26025,5,1,62,2,75,2019-06-16,3.34,5,351
18565,2,2,750,3,0,,,1,87
19627,1,2,164,2,1,2017-01-04,0.03,1,0
17857,2,1,140,2,0,,,1,0
38871,1,1,25,2,4,2019-01-10,0.59,1,0
39516,1,1,60,7,2,2019-05-02,0.34,2,0
29793,1,1,60,1,19,2019-06-23,1.17,1,362
27843,3,1,48,4,14,2019-06-14,0.72,2,171
13009,2,2,200,1,1,2016-06-06,0.03,5,335
41850,2,1,200,5,0,,,1,263
43222,2,2,182,2,5,2019-07-06,5.0,1,19
42988,1,1,49,2,8,2019-07-02,2.93,8,250
31097,2,2,650,4,11,2019-07-07,0.75,4,164
15966,1,2,195,3,6,2018-08-21,0.16,1,0
45698,3,2,199,10,0,,,1,0
25785,2,2,225,2,3,2018-12-02,0.13,1,0
38308,3,3,35,2,1,2018-12-30,0.16,3,310
33189,2,1,60,1,3,2019-01-01,0.46,1,0
26347,1,2,300,30,51,2019-05-31,2.33,1,75
18690,1,2,150,2,145,2019-07-01,4.24,2,35
24849,1,1,75,2,0,,,1,0
16555,2,2,120,14,12,2018-08-23,0.34,1,261
3956,2,3,99,1,94,2015-05-10,1.46,1,0
5606,1,2,175,2,2,2014-10-12,0.03,1,0
47979,2,2,15,2,0,,,1,139
24846,4,1,34,4,24,2019-05-18,1.03,7,293
34493,1,1,125,1,4,2018-10-15,0.39,2,8
1184,1,2,209,3,56,2019-07-04,0.65,1,160
26140,2,2,150,2,13,2018-12-16,0.69,1,0
42742,2,2,263,30,0,,,232,332
43153,3,1,50,1,1,2019-04-07,0.32,1,66
33672,2,1,89,1,12,2019-05-04,1.07,1,160
19878,2,1,110,1,8,2018-04-28,0.25,1,0
8346,1,2,110,1,5,2016-01-01,0.1,1,0
7797,1,1,259,1,94,2019-06-26,1.85,11,365
47194,2,2,150,4,0,,,1,317
6089,2,1,159,2,150,2019-06-28,3.19,1,54
2080,1,1,99,1,94,2019-06-16,1.22,1,358
40696,3,1,65,2,10,2019-06-18,2.38,3,68
45501,1,2,140,9,1,2019-07-06,1.0,2,73
7933,1,2,99,1,183,2019-06-30,3.74,1,196
10846,2,1,50,1,38,2017-06-12,0.84,2,0
12177,2,2,80,30,5,2018-06-16,0.12,5,365
9316,1,1,45,1,2,2015-09-07,0.04,1,0
24594,2,2,150,1,0,,,2,0
11927,2,2,215,1,0,,,1,0
9927,3,1,48,1,32,2017-08-29,0.92,1,0
7211,1,1,50,1,1,2015-05-16,0.02,1,0
21061,2,2,100,7,0,,,1,0
6533,5,2,110,1,15,2019-06-23,0.49,7,325
5209,1,1,45,10,9,2018-05-16,0.26,1,90
35414,1,2,335,3,16,2019-06-23,1.67,2,81
10073,1,2,159,30,2,2018-12-22,0.05,52,0
8448,1,2,100,7,15,2018-12-16,0.3,1,0
39164,2,1,95,2,27,2019-06-25,3.91,2,33
34246,1,1,75,3,10,2019-06-30,0.91,3,123
28926,1,1,60,2,1,2018-02-13,0.06,1,0
692,1,1,98,4,216,2019-07-01,2.31,1,288
30225,1,1,60,3,46,2019-06-20,2.88,3,0
45075,2,1,100,1,0,,,7,360
39133,1,1,80,2,10,2019-07-01,1.57,4,2
45887,1,1,56,1,4,2019-06-09,2.55,2,282
7370,1,2,700,1,6,2017-02-15,0.13,3,322
34069,1,3,30,1,32,2019-06-21,2.74,17,83
7837,3,1,46,4,17,2018-09-08,0.39,2,262
36483,2,2,80,1,20,2019-06-28,2.59,1,28
45393,5,3,28,1,1,2019-05-25,0.67,8,73
24495,2,2,239,5,2,2018-01-02,0.08,3,266
28633,1,2,55,3,58,2019-06-09,3.02,1,57
5037,1,2,192,4,6,2019-04-28,0.14,1,8
37167,2,2,129,2,13,2019-05-25,1.63,2,0
13840,2,1,139,3,0,,,1,0
20900,1,1,70,2,0,,,2,177
30979,2,1,74,7,26,2019-06-21,1.7,2,26
7354,1,1,70,1,49,2019-06-27,0.94,15,359
16122,1,1,1000,1,0,,,1,0
8750,3,1,85,1,3,2019-05-12,0.06,1,0
43344,1,3,40,2,3,2019-07-04,1.14,8,343
27151,1,3,35,1,0,,,3,0
1436,2,1,79,3,9,2019-06-30,0.11,1,329
507,2,2,199,2,111,2019-06-02,1.17,1,12
38170,3,2,165,3,2,2019-05-06,0.27,1,0
5930,1,2,85,1,84,2019-07-01,1.46,1,286
8947,2,2,150,2,2,2015-07-25,0.04,1,0
12242,2,2,180,7,1,2016-01-03,0.02,1,0
17303,2,2,185,30,9,2019-06-05,0.29,39,346
28412,1,1,50,5,2,2018-11-27,0.22,1,0
32263,1,1,40,1,3,2018-06-17,0.22,1,0
4386,2,1,120,1,365,2019-07-05,5.81,1,174
43993,2,2,120,3,3,2019-07-07,1.7,2,0
10310,2,2,150,2,25,2016-07-22,0.55,1,0
8921,2,1,135,1,6,2016-05-07,0.12,1,0
8693,1,2,175,1,5,2017-12-29,0.1,2,0
17027,2,2,115,4,119,2019-06-20,3.21,4,45
25488,5,1,55,2,60,2019-06-18,2.59,4,171
1539,2,1,120,4,31,2016-08-26,0.38,1,0
9121,1,1,50,1,0,,,1,0
33979,1,2,350,2,6,2018-11-25,0.53,1,0
15284,1,1,60,2,136,2019-06-23,3.45,1,346
5867,2,2,75,30,13,2019-01-17,0.23,14,167
35328,2,2,80,4,6,2019-06-19,0.59,1,56
22490,3,2,115,30,3,2019-05-24,0.12,15,7
13029,1,1,69,3,0,,,3,0
11569,1,1,50,3,15,2019-02-28,0.33,2,217
21999,2,2,325,2,5,2017-11-15,0.18,1,0
390,2,1,87,2,0,,,1,0
17848,1,1,50,1,0,,,1,0
29001,2,1,65,1,4,2019-06-29,0.94,2,153
17576,2,1,40,7,1,2016-08-02,0.03,1,0
31728,2,1,97,1,86,2019-06-21,6.34,1,20
45625,1,2,370,3,3,2019-06-24,1.8,3,220
42832,2,2,350,3,0,,,1,90
32021,5,1,46,1,68,2019-06-21,4.89,1,63
36358,1,3,35,1,0,,,10,352
11350,2,2,80,12,27,2018-08-10,0.67,3,88
25081,1,1,34,3,7,2019-07-03,0.35,1,71
41203,1,1,150,3,0,,,3,28
6719,1,2,95,1,1,2015-01-04,0.02,1,0
15540,2,2,325,1,0,,,1,0
46078,1,1,100,5,0,,,1,12
27241,3,2,140,3,54,2019-06-25,2.82,1,230
14693,2,2,200,1,0,,,1,0
946,2,1,3000,7,0,,,1,365
14327,1,1,75,1,0,,,1,0
14414,2,1,60,5,39,2019-06-06,1.2,5,271
43335,3,2,150,3,6,2019-06-14,2.28,1,176
35932,3,1,55,2,19,2019-06-16,2.04,3,138
35315,1,2,80,1,14,2019-02-24,1.49,1,0
32157,2,2,140,4,49,2019-07-03,3.58,1,51
18157,3,1,70,3,23,2019-01-02,0.66,1,365
13007,2,1,150,4,0,,,1,0
33040,2,2,349,7,3,2018-09-10,0.26,1,188
20827,2,1,200,1,20,2017-06-29,0.69,2,0
25373,1,1,150,2,6,2019-05-19,0.26,1,0
36386,2,2,145,60,1,2019-01-07,0.16,1,227
27405,3,1,75,3,1,2019-02-11,0.2,1,83
7008,1,1,50,14,43,2019-06-22,0.8,1,313
47261,1,1,58,30,0,,,3,340
42037,3,1,55,2,15,2019-06-26,3.88,2,114
17304,2,2,177,1,2,2016-06-29,0.05,1,0
4633,2,1,80,1,134,2019-07-03,4.36,1,227
31086,3,1,45,1,96,2019-07-07,6.56,3,44
17130,1,2,150,2,5,2019-03-20,0.14,1,0
40475,1,1,45,2,8,2019-06-26,1.35,1,0
19953,2,1,45,30,6,2019-06-23,0.25,6,164
41750,2,2,169,29,1,2019-05-08,0.48,327,220
27052,5,1,40,3,5,2019-05-19,0.46,2,365
43930,1,1,85,10,0,,,1,52
30133,1,1,67,3,16,2019-06-15,1.11,2,307
10762,2,2,189,2,39,2019-05-06,0.86,1,37
13945,1,1,40,1,1,2016-01-17,0.02,1,0
24941,2,2,500,6,40,2019-06-19,1.7,1,276
14342,2,1,150,4,37,2018-01-02,0.92,1,0
38367,2,1,199,1,7,2019-02-03,0.95,30,166
9290,1,2,120,2,6,2015-10-04,0.13,1,0
28931,2,2,150,7,2,2017-12-19,0.11,1,0
15989,3,2,200,5,4,2019-04-24,0.11,1,16
32696,1,1,125,1,0,,,1,311
36405,1,2,110,4,1,2018-10-27,0.12,4,129
20597,2,1,65,4,0,,,1,0
48851,3,1,35,1,0,,,8,341
25868,3,1,50,1,53,2019-06-27,2.35,3,249
21199,2,2,250,7,0,,,1,0
33367,2,2,79,2,32,2019-06-26,2.67,1,3
21924,3,1,45,2,9,2017-07-30,0.32,1,0
34420,5,1,60,1,1,2019-01-13,0.17,1,269
45422,3,1,55,1,9,2019-07-06,6.43,1,59
40874,3,1,38,30,0,,,103,244
31371,2,1,120,1,18,2019-06-14,1.22,2,28
45922,1,1,75,1,2,2019-06-19,2.0,3,0
1893,1,1,80,2,24,2015-08-31,0.33,1,0
7833,1,2,350,2,71,2019-06-13,1.45,1,287
32651,2,2,186,10,7,2019-06-09,0.54,1,79
42904,2,1,111,2,8,2019-06-23,2.58,3,344
22886,1,1,60,2,47,2019-05-19,1.81,1,77
20746,1,1,89,3,0,,,3,0
33030,2,2,259,30,0,,,87,357
375,2,1,90,1,1,2016-01-02,0.02,1,0
18350,1,1,67,3,97,2019-06-24,2.75,1,141
30771,2,1,129,5,97,2019-06-19,6.11,2,114
1466,2,2,150,16,5,2019-07-03,0.06,1,339
12615,2,1,70,4,2,2017-03-10,0.05,1,0
13543,2,2,150,3,25,2019-06-14,1.2,1,22
5696,2,1,100,23,12,2018-08-04,0.22,1,23
17627,2,1,80,6,0,,,1,0
46655,2,2,189,1,3,2019-07-02,3.0,1,122
4837,2,2,225,1,39,2019-06-18,2.73,1,49
44640,1,1,90,2,3,2019-06-23,1.8,1,0
33709,3,1,55,1,55,2019-07-02,4.98,3,136
42431,3,1,65,1,28,2019-06-30,7.85,2,340
29098,1,2,179,2,13,2019-07-02,0.71,1,35
19041,2,2,475,1,0,,,1,364
15882,2,1,50,30,3,2016-12-02,0.09,10,365
10905,2,1,70,2,1,2019-01-02,0.16,2,0
28621,1,3,40,2,7,2019-01-13,0.39,5,299
47426,2,2,249,2,1,2019-06-23,1.0,1,7
4875,2,2,179,5,72,2016-11-22,1.18,1,0
39346,2,1,125,3,2,2019-07-01,0.32,1,23
19183,2,2,850,3,32,2019-06-24,1.04,1,262
20690,1,1,50,1,0,,,2,0
13331,1,1,59,2,41,2018-10-29,0.96,1,301
45840,2,2,173,1,4,2019-06-17,4.0,1,120
33066,2,1,90,2,42,2019-07-02,3.26,1,99
25625,2,2,265,5,87,2019-06-23,3.79,1,118
23154,1,2,80,2,5,2018-07-16,0.19,1,0
17241,1,2,180,5,2,2017-07-01,0.07,1,0
40745,1,1,50,2,6,2019-05-25,1.15,5,125
2035,2,2,170,7,28,2019-05-22,0.37,1,333
20423,2,1,79,2,19,2019-03-16,0.67,2,244
10450,3,2,130,5,4,2019-01-03,0.09,1,0
42932,1,1,72,1,8,2019-06-23,3.93,2,0
18542,2,1,65,1,25,2018-06-30,0.72,1,0
17883,2,2,150,2,10,2019-06-09,0.29,1,13
48802,1,2,150,7,0,,,1,11
41612,2,2,400,6,4,2019-07-05,0.83,1,0
6828,2,2,125,31,1,2015-04-01,0.02,1,41
7130,1,1,100,4,38,2019-06-12,1.06,1,10
40037,2,2,145,30,0,,,1,151
40722,5,2,200,2,1,2019-06-16,1.0,1,32
20469,2,2,190,2,45,2019-06-09,1.47,2,112
16626,1,1,500,2,1,2016-06-23,0.03,3,179
13990,1,1,50,2,24,2019-06-22,1.79,1,47
35912,2,2,250,2,2,2018-09-27,0.21,1,0
18028,3,1,48,1,0,,,1,0
7371,2,2,200,30,14,2019-05-09,0.29,1,284
40299,4,1,35,2,12,2019-06-24,2.02,6,299
5594,1,1,65,1,0,,,1,0
27332,1,1,35,3,3,2018-09-07,0.16,1,0
45546,2,2,199,7,6,2019-07-01,3.46,1,102
44501,2,2,499,4,5,2019-06-05,2.73,1,194
34844,2,2,1100,3,5,2018-12-27,0.52,1,180
4103,2,1,120,3,5,2016-05-30,0.09,2,0
7493,2,2,110,30,7,2019-04-30,0.14,1,67
48030,3,2,68,2,2,2019-07-07,2.0,1,43
29377,1,1,75,2,5,2019-06-02,0.35,2,40
38736,2,2,396,30,0,,,232,163
24704,5,1,65,3,2,2018-02-28,0.11,1,0
15470,1,1,935,1,0,,,1,0
23988,2,1,75,1,15,2017-12-17,0.61,1,0
26681,2,2,175,30,0,,,50,364
20350,3,2,200,1,46,2019-06-16,1.65,4,152
44622,2,2,130,29,0,,,327,337
48654,2,1,40,2,0,,,1,363
